bill_code,program,service_category,service_description,bill_description,is_cds,is_facility_based,funding_authority,unit_measure,units,payment,current_rate,attendant_cost,attendant_cost_pct,attendant_hours_per_unit,wage_required,rate_after_increase,rate_effective_date,sfy26_est_hours,sfy27_est_hours
2147M0167,HCS,SL/RSS,Supervised Living and Residential Support Services LON 5,SUPERVISED LIVING LON 5,False,False,1915(c) waiver,"1 day = 18 hours, excluding 6 hours for Day Hab",525272.53,79651566.67,158.0,85.74000000000001,0.5426582278481014,7.37,77.43,158.0,2023-09-01 00:00:00,4072176.86,4072176.86
2147M0168,HCS,SL/RSS,Supervised Living and Residential Support Services LON 6,SUPERVISED LIVING LON 6,False,False,1915(c) waiver,"1 day = 18 hours, excluding 6 hours for Day Hab",44400.0,8189930.8,192.8,115.87999999999998,0.6010373443983401,7.37,104.64,192.8,2023-09-01 00:00:00,344211.13,344211.13
2147M0169,HCS,SL/RSS,Supervised Living and Residential Support Services LON 8,SUPERVISED LIVING LON 8,False,False,1915(c) waiver,"1 day = 18 hours, excluding 6 hours for Day Hab",141167.27,23086794.29,171.04,97.02999999999999,0.5672942001870906,7.37,87.62,171.04,2023-09-01 00:00:00,1094399.68,1094399.68
2147M0170,HCS,SL/RSS,Supervised Living and Residential Support Services LON 9,SUPERVISED LIVING LON 9,False,False,1915(c) waiver,"1 day = 18 hours, excluding 6 hours for Day Hab",7137.0,1932271.27,280.24,191.63000000000002,0.6838067370825007,7.37,173.04,280.24,2023-09-01 00:00:00,55329.61,55329.61
2148M0372,HCS,PAS/HAB,PAS/HAB (CFC) and Transportation,TRANSPORTATION LOC 1,False,False,1915(c) waiver,1 hour,101475.5,1921428.78,18.36,15.15,0.8251633986928105,1.0,13.69,18.36,2023-09-01 00:00:00,106742.08,106742.08
2148M0374,HCS,PAS/HAB,PAS/HAB (CFC) and Transportation,TRANSPORTATION LOC 8,False,False,1915(c) waiver,1 hour,116.0,2183.46,18.36,15.15,0.8251633986928105,1.0,13.69,18.36,2023-09-01 00:00:00,122.02,122.02
2148VM0373,HCS,PAS/HAB,CDS PAS/HAB (CFC) and Transportation,TRANSPORTATION (CDS) LOC 1 ,True,False,1915(c) waiver,1 hour,2663304.96,2663304.96,22.84,18.84,0.8248686514886164,1.0,17.020000000000003,22.84,2023-09-01 00:00:00,122658.95,122658.95
2148VM0418,HCS,PAS/HAB,CDS PAS/HAB (CFC) and Transportation,TRANSPORTATION (CDS) LOC 8 ,True,False,1915(c) waiver,1 hour,15427.48,15427.48,22.84,18.84,0.8248686514886164,1.0,17.020000000000003,22.84,2023-09-01 00:00:00,710.52,710.52
2154M0332,HCS,Employment Services,Employment Assistance and Supported Employment,EMPLOYMENT ASSISTANCE LOC 8 (AO),False,False,1915(c) waiver,1 hour,25.0,827.5,33.1,19.07,0.5761329305135952,1.0,17.23,33.1,2011-09-01 00:00:00,26.3,26.3
2154M0347,HCS,Employment Services,Employment Assistance and Supported Employment,EMPLOYMENT ASSISTANCE LOC 1 (AO),False,False,1915(c) waiver,1 hour,43835.75,1482860.9,33.1,19.07,0.5761329305135952,1.0,17.23,33.1,2011-09-01 00:00:00,46110.83,46110.83
2154VM0348,HCS,Employment Services,CDS Employment Assistance and Supported Employment,EMPLOYMENT ASSISTANCE (CDS) LOC 1 ,True,False,1915(c) waiver,1 hour,22327.48,22327.48,32.1,18.493867069486406,0.5761329305135952,1.0,16.71,32.1,2013-09-01 00:00:00,731.66,731.66
61F0205-L,ICF,ICF,Large LON 1,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 1 - Large,False,True,State Plan (Title XIX),1 day,1926.0,202495.85,124.24,41.91000000000001,0.337330972311655,5.49,37.85,124.24,2023-09-01 00:00:00,10378.13,10460.6
61F0206-L,ICF,ICF,Large LON 5,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 5 - Large,False,True,State Plan (Title XIX),1 day,14688.0,1733415.21,132.96,47.750000000000014,0.35913056558363426,5.49,43.129999999999995,132.96,2023-09-01 00:00:00,79145.33,79774.3
61F0207-L,ICF,ICF,Large LON 6,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 6 - Large,False,True,State Plan (Title XIX),1 day,452.0,90244.67,200.28,85.23,0.42555422408627924,5.49,76.97,200.28,2023-09-01 00:00:00,2435.57,2454.93
61F0208-L,ICF,ICF,Large LON 8,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 8 - Large,False,True,State Plan (Title XIX),1 day,5309.0,714558.06,148.36,56.59999999999997,0.3815044486384468,5.49,51.12,148.36,2023-09-01 00:00:00,28607.2,28834.54
61F0209-L,ICF,ICF,Large LON 9,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 9 - Large,False,True,State Plan (Title XIX),1 day,616.0,230270.06,392.08,212.36000000000004,0.5416241583350337,5.49,191.76,392.08,2023-09-01 00:00:00,3319.28,3345.65
61F0205-M,ICF,ICF,Medium LON 1,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 1 - Medium,False,True,State Plan (Title XIX),1 day,53215.0,6036070.15,127.08,48.73000000000002,0.3834592382751024,5.49,44.01,127.08,2023-09-01 00:00:00,286745.57,289024.34
61F0206-M,ICF,ICF,Medium LON 5,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 5 - Medium,False,True,State Plan (Title XIX),1 day,82106.0,10860237.099999998,143.96,57.689999999999976,0.40073631564323403,5.49,52.1,143.96,2023-09-01 00:00:00,442422.84,445938.79
61F0207-M,ICF,ICF,Medium LON 6,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 6 - Medium,False,True,State Plan (Title XIX),1 day,636.0,121413.88999999998,204.12,90.43,0.4430237115422301,5.49,81.66000000000001,204.12,2023-09-01 00:00:00,3427.04,3454.28
61F0208-M,ICF,ICF,Medium LON 8,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 8 - Medium,False,True,State Plan (Title XIX),1 day,9749.0,1518306.42,170.24,72.62,0.42657424812030076,5.49,65.58,170.24,2023-09-01 00:00:00,52531.85,52949.32
61F0209-M,ICF,ICF,Medium LON 9,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 9 - Medium,False,True,State Plan (Title XIX),1 day,216.0,84322.38,390.64,224.61,0.5749795207864019,5.49,202.82,390.64,2023-09-01 00:00:00,1163.9,1173.15
61F0205-S,ICF,ICF,Small LON 1,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 1 - Small,False,True,State Plan (Title XIX),1 day,364342.0,50694762.94999997,155.04,60.39439999999728,0.3895407636738731,5.49,54.54,155.04,2023-09-01 00:00:00,1963233.18,1978835.04
61F0206-S,ICF,ICF,Small LON 5,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 5 - Small,False,True,State Plan (Title XIX),1 day,767358.0,121603572.75000003,172.68,69.85839999999132,0.4045540884873252,5.49,63.089999999999996,172.68,2023-09-01 00:00:00,4134858.7,4167718.51
61F0207-S,ICF,ICF,Small LON 6,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 6 - Small,False,True,State Plan (Title XIX),1 day,64130.0,14660419.959999999,241.76,116.63640000004706,0.4824470549307043,5.49,105.33,241.76,2023-09-01 00:00:00,345560.34,348306.51
61F0208-S,ICF,ICF,Small LON 8,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 8 - Small,False,True,State Plan (Title XIX),1 day,183066.0,33393985.560000032,196.72,85.59079999998758,0.435089467263052,5.49,77.29,196.72,2023-09-01 00:00:00,986439.24,994278.49
61F0209-S,ICF,ICF,Small LON 9,ICF/IID NON-STATE COMMUNITY RESIDENTIAL LON 9 - Small,False,True,State Plan (Title XIX),1 day,5644.0,2232857.49,410.92,226.57999999999998,0.5513968655699406,5.49,204.6,410.92,2023-09-01 00:00:00,30412.33,30654.01
T1019U9U1,PCS,PCS,PCS (CFC and Non-CFC),CFC - PERSONAL CARE SERVICES - AGENCY,False,False,State Plan (Title XIX),15 minutes,126.0,435.96,3.62,2.9299999999999997,0.80939226519337,0.25,2.6599999999999997,3.62,2023-09-01 00:00:00,31.5,31.5
T1019UDU1,PCS,PCS,PCS (CFC and Non-CFC),CFC - PERSONAL CARE SERVICES - AGENCY,False,False,State Plan (Title XIX),15 minutes,228.0,672.6,3.62,2.9299999999999997,0.80939226519337,0.25,2.6599999999999997,3.62,2023-09-01 00:00:00,57.0,57.0
T1019UD,PCS,PCS,PCS (CFC and Non-CFC),CFC - PERSONAL CARE SERVICES - AGENCY,False,False,State Plan (Title XIX),15 minutes,12494.0,31931.73,3.62,2.9299999999999997,0.80939226519337,0.25,2.6599999999999997,3.62,2023-09-01 00:00:00,3123.5,3123.5
T1019U4,PCS,PCS,CDS PCS (CFC and Non-CFC),"CFC - PERSONAL CARE SERVICES, BEHAVIORAL HEALTH CONDITION - CDS",True,False,State Plan (Title XIX),15 minutes,665473.2,2142336.2,3.53,2.93,0.8300283286118981,0.25,2.6599999999999997,3.53,2023-09-01 00:00:00,166368.3,166368.3
T1019U9,PCS,PCS,PCS (CFC and Non-CFC),"CFC - PERSONAL CARE SERVICES, BEHAVIORAL HEALTH CONDITION - AGENCY",False,False,State Plan (Title XIX),15 minutes,238663.8,822707.76,3.73,2.93,0.7855227882037534,0.25,2.6599999999999997,3.73,2023-09-01 00:00:00,59665.95,59665.95
T1019U7,PCS,PCS,CDS PCS (CFC and Non-CFC),PERSONAL CARE SERVICES - CDS,True,False,State Plan (Title XIX),15 minutes,178756.2,489591.24,3.42,2.9299999999999997,0.8567251461988303,0.25,2.6599999999999997,3.42,2023-09-01 00:00:00,44689.05,44689.05
T1019UB,PCS,PCS,CDS PCS (CFC and Non-CFC),"PERSONAL CARE SERVICES, BEHAVIORAL HEALTH CONDITION - CDS",True,False,State Plan (Title XIX),15 minutes,1243018.8,4039769.74,3.53,2.93,0.8300283286118981,0.25,2.6599999999999997,3.53,2023-09-01 00:00:00,310754.7,310754.7
T1019U6,PCS,PCS,PCS (CFC and Non-CFC),PERSONAL CARE SERVICES - AGENCY,False,False,State Plan (Title XIX),15 minutes,421455.6,1237136.93,3.62,2.9299999999999997,0.80939226519337,0.25,2.6599999999999997,3.62,2023-09-01 00:00:00,105363.9,105363.9
T1019UA,PCS,PCS,PCS (CFC and Non-CFC),"PERSONAL CARE SERVICES, BEHAVIORAL HEALTH CONDITION - AGENCY",False,False,State Plan (Title XIX),15 minutes,1242889.5,4236412.62,3.73,2.93,0.7855227882037534,0.25,2.6599999999999997,3.73,2023-09-01 00:00:00,310722.38,310722.38
717G0701,PHC,CAS/FC/PHC PAS,CAS/FC/PAS/PHC PRIORITY,PERSONAL ASSISTANCE SERVICES LEVEL 2 PRIORITY (AO),False,False,State Plan (Title XIX),1 hour,17006.5,221108.54,14.0,11.75,0.8392857142857143,1.0,10.62,14.0,2023-09-01 00:00:00,12906.23,13072.9
717G0702,PHC,CAS/FC/PHC PAS,CAS/FC/PAS/PHC NON-PRIORITY,PERSONAL ASSISTANCE SERVICES LEVEL 1 NON-PRIORITY (AO),False,False,State Plan (Title XIX),1 hour,1681927.28,21869017.18,13.84,11.77,0.8504335260115606,1.0,10.64,13.84,2023-09-01 00:00:00,1276414.61,1292897.5
717VG0717,PHC,CAS/FC/PHC PAS,CDS CAS/FC/PAS/PHC PRIORITY,(CDS) PERSONAL ASSISTANCE SERVICES (PAS) IND LVL 2 (PRIORITY) ,True,False,State Plan (Title XIX),1 hour,1953.99,1953.99,13.2,11.75,0.8901515151515152,1.0,10.62,13.2,2023-09-01 00:00:00,112.34,113.79
717VG0718,PHC,CAS/FC/PHC PAS,CDS CAS/FC/PAS/PHC NON-PRIORITY,(CDS)-PERSONAL ASSISTANCE SERVICES (PAS) IND LVL 1 (NON-PRIORITY) ,True,False,State Plan (Title XIX),1 hour,225967.88,225967.88,13.04,11.769999999999998,0.90260736196319,1.0,10.64,13.04,2023-09-01 00:00:00,13150.85,13320.67
719KG0945,RC,RC,Residential Care Title XX,RESIDENTIAL CARE APARTMENT TITLE XX,False,True,Title XX,1 day,5757.0,156058.65,43.17,16.08,0.37248088950660174,2.51,14.53,43.17,2023-09-01 00:00:00,14450.07,14450.07
719LG0946,RC,RC,Residential Care Title XX,RESIDENTIAL CARE NON-APARTMENT TITLE XX,False,True,Title XX,1 day,47846.0,789731.16,34.51,16.08,0.4659518980005795,2.51,14.53,34.51,2023-09-01 00:00:00,120093.46,120093.46
T1019SHU1,STAR Health,PCS,PCS (CFC and Non-CFC),PCS (AO),False,False,State Plan (Title XIX),15 minutes,371839.0,1057142.88,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,92959.75,92959.75
T1019SKU2,STAR Health,PCS,PCS (CFC and Non-CFC),PCS (SRO),False,False,State Plan (Title XIX),15 minutes,520.0,1518.4,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,130.0,130.0
T1019SHUC,STAR Health,PCS,CDS PCS (CFC and Non-CFC),PCS (CDS),True,False,State Plan (Title XIX),15 minutes,167899.4,439579.78,3.44,2.9499999999999997,0.8575581395348837,0.25,2.67,3.44,2023-09-01 00:00:00,41974.85,41974.85
T1019SHU9UC,STAR Health,CFC Habilitation,PCS (CFC and Non-CFC),CFC Habilitation and Attendant Care HAB (CDS),True,False,State Plan (Title XIX),15 minutes,102550.9,314027.27,13.04,11.77,0.9026073619631902,0.25,10.64,13.04,2023-06-01 00:00:00,25637.73,25637.73
T1019SHUDUC,STAR Health,PCS,CDS PCS (CFC and Non-CFC),CFC PCS Attendant care Only (CDS),True,False,State Plan (Title XIX),15 minutes,104521.7,276791.54,3.44,2.9499999999999997,0.8575581395348837,0.25,2.67,3.44,2023-09-01 00:00:00,26130.43,26130.43
T1019SHUBU1,STAR Health,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (AO),False,False,State Plan (Title XIX),15 minutes,50127.0,168994.38999999998,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,12531.75,12531.75
T1019SHUBUC,STAR Health,PCS,CDS PCS (CFC and Non-CFC),PCS (BH Condition) (CDS),True,False,State Plan (Title XIX),15 minutes,347150.4,1058633.81,3.56,2.9600000000000004,0.8314606741573035,0.25,2.6799999999999997,3.56,2023-09-01 00:00:00,86787.6,86787.6
T1019SHU9U1,STAR Health,CFC Habilitation,PCS (CFC and Non-CFC),CFC Habilitation and Attendant Care HAB (AO),False,False,State Plan (Title XIX),15 minutes,14721.0,46251.17,12.8,11.759999999999998,0.9187499999999998,0.25,10.629999999999999,12.8,2019-09-01 00:00:00,3680.25,3680.25
T1019SHUDU1,STAR Health,PCS,PCS (CFC and Non-CFC),CFC PCS Attendant care Only (AO),False,False,State Plan (Title XIX),15 minutes,33336.0,93862.85,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,8334.0,8334.0
T1005SHU4U1,STAR Health MDCP,In Home Respite,In Home Respite and Flexible Family Support,Respite Care provided by an Attendant (AO) ,False,False,1915(c) waiver,15 minutes,98446.0,293730.52,3.33,2.9375,0.8821321321321322,0.25,2.6599999999999997,3.33,2023-09-01 00:00:00,34926.18,37355.33
T1005SHU4UC,STAR Health MDCP,In Home Respite,CDS In Home Respite and Flexible Family Support,Respite Care provided by an Attendant (CDS) ,True,False,1915(c) waiver,15 minutes,330972.8,924609.9299999999,3.13,2.9375,0.9384984025559105,0.25,2.6599999999999997,3.13,2023-09-01 00:00:00,117420.88,125587.63
T1019SHU9UCU6,STAR Health MDCP,CFC Habilitation,PCS (CFC and Non-CFC),CFC Habilitation and Attendant Care HAB (CDS) (MDCP),True,False,State Plan (Title XIX),15 minutes,15.0,48.9,13.04,11.77,0.9026073619631902,0.25,10.64,13.04,2023-06-01 00:00:00,3.75,3.75
S5101SK,STAR Kids,DAHS,Day Activity and Health Services (DAHS),Day Activities & Health Services (3-6 hours) ,False,True,State Plan (Title XIX),3-5 hours = 1 unit; 6+ hours = 2 units,25635.0,394778.86,16.72,5.869999999999999,0.45859253499222385,0.5,5.31,16.72,#N/A,11644.7,12384.27
S5101SK,STAR Kids,DAHS,Day Activity and Health Services (DAHS),Day Activities & Health Services (3-6 hours) ,False,True,State Plan (Title XIX),3-5 hours = 1 unit; 6+ hours = 2 units,425.0,6495.19,16.72,5.869999999999999,0.38969938107869145,0.5,5.31,16.72,#N/A,214.56,230.58
T1019SKU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (AO),False,False,State Plan (Title XIX),15 minutes,1141.0,3365.95,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,285.25,285.25
T1019SKU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (AO),False,False,State Plan (Title XIX),15 minutes,134722.0,393927.51,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,33680.5,33680.5
T1019SKU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (AO),False,False,State Plan (Title XIX),15 minutes,2601310.0,7613814.050000001,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,650327.5,650327.5
T1019SKU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (AO),False,False,State Plan (Title XIX),15 minutes,2447949.0,7178785.8,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,611987.25,611987.25
T1019SKU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (AO),False,False,State Plan (Title XIX),15 minutes,2139.0,6309.57,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,534.75,534.75
T1019SKU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (AO),False,False,State Plan (Title XIX),15 minutes,6068.0,17811.230000000003,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,1517.0,1517.0
T1019SKU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (AO),False,False,State Plan (Title XIX),15 minutes,14786.0,43552.42,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,3696.5,3696.5
T1019SKU2,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (SRO),False,False,State Plan (Title XIX),15 minutes,5477.0,16157.15,3.64,2.9499999999999997,0.8104395604395603,0.25,2.67,3.64,2023-09-01 00:00:00,1369.25,1369.25
T1019SKU9U1,STAR Kids,CFC Habilitation,CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (AO),False,False,State Plan (Title XIX),15 minutes,2598.0,8984.22,3.63,2.94,0.8099173553719008,0.25,2.6599999999999997,3.63,2023-09-01 00:00:00,649.5,649.5
T1019SKU9U1,STAR Kids,CFC Habilitation,CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (AO),False,False,State Plan (Title XIX),15 minutes,35500.0,121170.04,3.63,2.94,0.8099173553719008,0.25,2.6599999999999997,3.63,2023-09-01 00:00:00,8875.0,8875.0
T1019SKU9U1,STAR Kids,CFC Habilitation,CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (AO),False,False,State Plan (Title XIX),15 minutes,1047560.0,3575415.85,3.63,2.94,0.8099173553719008,0.25,2.6599999999999997,3.63,2023-09-01 00:00:00,261890.0,261890.0
T1019SKU9U1,STAR Kids,CFC Habilitation,CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (AO),False,False,State Plan (Title XIX),15 minutes,820579.0,2802938.349999999,3.63,2.94,0.8099173553719008,0.25,2.6599999999999997,3.63,2023-09-01 00:00:00,205144.75,205144.75
T1019SKU9U1,STAR Kids,CFC Habilitation,CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (AO),False,False,State Plan (Title XIX),15 minutes,316.0,1089.3400000000001,3.63,2.94,0.8099173553719008,0.25,2.6599999999999997,3.63,2023-09-01 00:00:00,79.0,79.0
T1019SKU9U1,STAR Kids,CFC Habilitation,CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (AO),False,False,State Plan (Title XIX),15 minutes,262996.0,893482.02,3.63,2.94,0.8099173553719008,0.25,2.6599999999999997,3.63,2023-09-01 00:00:00,65749.0,65749.0
T1019SKU9U1,STAR Kids,CFC Habilitation,CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (AO),False,False,State Plan (Title XIX),15 minutes,22649.0,78298.16,3.63,2.94,0.8099173553719008,0.25,2.6599999999999997,3.63,2023-09-01 00:00:00,5662.25,5662.25
T1019SKU9U2,STAR Kids,CFC Habilitation,CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (SRO),False,False,State Plan (Title XIX),15 minutes,8426.0,29139.109999999997,3.63,2.94,0.8099173553719008,0.25,2.6599999999999997,3.63,2023-09-01 00:00:00,2106.5,2106.5
T1019SKU9U2,STAR Kids,CFC Habilitation,CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (SRO),False,False,State Plan (Title XIX),15 minutes,2763.0,9559.98,3.63,2.94,0.8099173553719008,0.25,2.6599999999999997,3.63,2023-09-01 00:00:00,690.75,690.75
T1019SKU9UC,STAR Kids,CFC Habilitation,CDS CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (CDS),True,False,State Plan (Title XIX),15 minutes,1583.0,5165.2,3.59,2.9425,0.8196378830083565,0.25,2.67,3.59,2023-09-01 00:00:00,395.75,395.75
T1019SKU9UC,STAR Kids,CFC Habilitation,CDS CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (CDS),True,False,State Plan (Title XIX),15 minutes,31300.0,101985.81999999999,3.59,2.9425,0.8196378830083565,0.25,2.67,3.59,2023-09-01 00:00:00,7825.0,7825.0
T1019SKU9UC,STAR Kids,CFC Habilitation,CDS CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (CDS),True,False,State Plan (Title XIX),15 minutes,540075.6,1753504.75,3.59,2.9425,0.8196378830083565,0.25,2.67,3.59,2023-09-01 00:00:00,135018.9,135018.9
T1019SKU9UC,STAR Kids,CFC Habilitation,CDS CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (CDS),True,False,State Plan (Title XIX),15 minutes,509405.9,1654634.9600000002,3.59,2.9425,0.8196378830083565,0.25,2.67,3.59,2023-09-01 00:00:00,127351.48,127351.48
T1019SKU9UC,STAR Kids,CFC Habilitation,CDS CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (CDS),True,False,State Plan (Title XIX),15 minutes,395666.7,1276971.11,3.59,2.9425,0.8196378830083565,0.25,2.67,3.59,2023-09-01 00:00:00,98916.68,98916.68
T1019SKU9UC,STAR Kids,CFC Habilitation,CDS CFC Habilitation and Attendant Care,CFC Habilitation and Attendant Care HAB (CDS),True,False,State Plan (Title XIX),15 minutes,40406.3,131736.71,3.59,2.9425,0.8196378830083565,0.25,2.67,3.59,2023-09-01 00:00:00,10101.58,10101.58
T1019SKUBU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (AO),False,False,State Plan (Title XIX),15 minutes,4677.0,15984.810000000001,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,1169.25,1169.25
T1019SKUBU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (AO),False,False,State Plan (Title XIX),15 minutes,92086.0,312618.73999999993,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,23021.5,23021.5
T1019SKUBU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (AO),False,False,State Plan (Title XIX),15 minutes,2051843.0,6947560.05,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,512960.75,512960.75
T1019SKUBU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (AO),False,False,State Plan (Title XIX),15 minutes,2338007.0,7942810.530000001,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,584501.75,584501.75
T1019SKUBU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (AO),False,False,State Plan (Title XIX),15 minutes,2984.0,10041.93,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,746.0,746.0
T1019SKUBU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (AO),False,False,State Plan (Title XIX),15 minutes,27026.0,92668.19,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,6756.5,6756.5
T1019SKUBU1,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (AO),False,False,State Plan (Title XIX),15 minutes,39928.0,137729.09000000003,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,9982.0,9982.0
T1019SKUBU2,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (SRO),False,False,State Plan (Title XIX),15 minutes,98.0,321.58,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,24.5,24.5
T1019SKUBU2,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (SRO),False,False,State Plan (Title XIX),15 minutes,2066.0,6740.76,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,516.5,516.5
T1019SKUBU2,STAR Kids,PCS,PCS (CFC and Non-CFC),PCS (BH Condition) (SRO),False,False,State Plan (Title XIX),15 minutes,5148.0,16977.68,3.76,2.9600000000000004,0.7872340425531916,0.25,2.6799999999999997,3.76,2023-09-01 00:00:00,1287.0,1287.0
T1019SKUBUC,STAR Kids,PCS,CDS PCS (CFC and Non-CFC),PCS (BH Condition) (CDS),True,False,State Plan (Title XIX),15 minutes,49119.3,160014.35,3.56,2.9600000000000004,0.8314606741573035,0.25,2.6799999999999997,3.56,2023-09-01 00:00:00,12279.83,12279.83
T1019SKUBUC,STAR Kids,PCS,CDS PCS (CFC and Non-CFC),PCS (BH Condition) (CDS),True,False,State Plan (Title XIX),15 minutes,805801.1,2623404.4500000007,3.56,2.9600000000000004,0.8314606741573035,0.25,2.6799999999999997,3.56,2023-09-01 00:00:00,201450.28,201450.28
T1019SKUBUC,STAR Kids,PCS,CDS PCS (CFC and Non-CFC),PCS (BH Condition) (CDS),True,False,State Plan (Title XIX),15 minutes,988357.2,3205961.2,3.56,2.9600000000000004,0.8314606741573035,0.25,2.6799999999999997,3.56,2023-09-01 00:00:00,247089.3,247089.3
T1019SKUBUC,STAR Kids,PCS,CDS PCS (CFC and Non-CFC),PCS (BH Condition) (CDS),True,False,State Plan (Title XIX),15 minutes,2086.0,6800.36,3.56,2.9600000000000004,0.8314606741573035,0.25,2.6799999999999997,3.56,2023-09-01 00:00:00,521.5,521.5
T1019SKUBUC,STAR Kids,PCS,CDS PCS (CFC and Non-CFC),PCS (BH Condition) (CDS),True,False,State Plan (Title XIX),15 minutes,5321.0,17159.59,3.56,2.9600000000000004,0.8314606741573035,0.25,2.6799999999999997,3.56,2023-09-01 00:00:00,1330.25,1330.25
T1019SKUBUC,STAR Kids,PCS,CDS PCS (CFC and Non-CFC),PCS (BH Condition) (CDS),True,False,State Plan (Title XIX),15 minutes,9300.0,30147.54,3.56,2.9600000000000004,0.8314606741573035,0.25,2.6799999999999997,3.56,2023-09-01 00:00:00,2325.0,2325.0
