report_month,program,closure_category,closures,percent_of_program_closures,source_file
2025-04-01,CLASS,Deceased,22,0.0208333,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,Declined,193,0.1827652,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,Denied,59,0.0558712,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,Enrolled,315,0.2982955,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,No Response,333,0.3153409,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,Not Categorized,1,0.000947,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,Other,28,0.0265152,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,Totals,1056,1.0,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,Unable to Locate,0,,interest-list-data-april-2025.xlsx
2025-04-01,CLASS,Withdrawn,105,0.0994318,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,Deceased,10,0.0358423,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,Declined,60,0.2150538,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,Denied,40,0.1433692,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,Enrolled,32,0.1146953,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,No Response,89,0.3189964,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,Not Categorized,0,,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,Other,3,0.0107527,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,Totals,279,1.0,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,Unable to Locate,0,,interest-list-data-april-2025.xlsx
2025-04-01,DBMD,Withdrawn,45,0.1612903,interest-list-data-april-2025.xlsx
2025-04-01,HCS,Deceased,103,0.026977475117862755,interest-list-data-april-2025.xlsx
2025-04-01,HCS,Declined,1189,0.31141959140911474,interest-list-data-april-2025.xlsx
2025-04-01,HCS,Denied,186,0.04871660555264537,interest-list-data-april-2025.xlsx
2025-04-01,HCS,Enrolled,1342,0.3514929282346778,interest-list-data-april-2025.xlsx
2025-04-01,HCS,No Response,166,0.043478260869565216,interest-list-data-april-2025.xlsx
2025-04-01,HCS,Not Categorized,153,0.040073336825563126,interest-list-data-april-2025.xlsx
2025-04-01,HCS,Other,1,0.00026191723415400735,interest-list-data-april-2025.xlsx
2025-04-01,HCS,Totals,3818,1.0,interest-list-data-april-2025.xlsx
2025-04-01,HCS,Unable to Locate,676,0.17705605028810895,interest-list-data-april-2025.xlsx
2025-04-01,HCS,Withdrawn,2,0.0005238344683080147,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,Deceased,58,0.0098942,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,Declined,705,0.1202661,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,Denied,1166,0.1989082,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,Enrolled,984,0.1678608,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,No Response,2091,0.3567042,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,Not Categorized,12,0.0020471,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,Other,8,0.0013647,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,Totals,5862,1.0,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,Unable to Locate,33,0.0056295,interest-list-data-april-2025.xlsx
2025-04-01,MDCP,Withdrawn,805,0.1373251,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,Deceased,1639,0.0391468,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,Declined,2962,0.0707462,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,Denied,5839,0.1394621,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,Enrolled,5407,0.129144,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,No Response,17844,0.4261966,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,Not Categorized,13,0.0003105,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,Other,734,0.0175313,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,Totals,41868,1.0,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,Unable to Locate,349,0.0083357,interest-list-data-april-2025.xlsx
2025-04-01,STAR_PLUS_HCBS,Withdrawn,7081,0.1691268,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,Deceased,120,0.024193548387096774,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,Declined,1502,0.3028225806451613,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,Denied,314,0.06330645161290323,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,Enrolled,703,0.14173387096774193,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,No Response,1016,0.20483870967741935,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,Not Categorized,255,0.05141129032258065,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,Other,0,,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,Totals,4960,1.0,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,Unable to Locate,1050,0.21169354838709678,interest-list-data-april-2025.xlsx
2025-04-01,TXHML,Withdrawn,0,,interest-list-data-april-2025.xlsx
2025-05-01,CLASS,Deceased,30,0.0227273,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,Declined,253,0.1916667,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,Denied,64,0.0484848,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,Enrolled,332,0.2515152,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,No Response,500,0.3787879,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,Not Categorized,1,0.0007576,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,Other,28,0.0212121,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,Totals,1320,1.0,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,Unable to Locate,0,,interest-list-data-may-2025.xlsx
2025-05-01,CLASS,Withdrawn,112,0.0848485,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,Deceased,11,0.0325444,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,Declined,67,0.1982249,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,Denied,42,0.1242604,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,Enrolled,41,0.1213018,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,No Response,117,0.3461538,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,Not Categorized,0,,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,Other,3,0.0088757,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,Totals,338,1.0,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,Unable to Locate,0,,interest-list-data-may-2025.xlsx
2025-05-01,DBMD,Withdrawn,57,0.1686391,interest-list-data-may-2025.xlsx
2025-05-01,HCS,Deceased,106,0.025401389887371197,interest-list-data-may-2025.xlsx
2025-05-01,HCS,Declined,1237,0.2964294272705488,interest-list-data-may-2025.xlsx
2025-05-01,HCS,Denied,215,0.05152168703570573,interest-list-data-may-2025.xlsx
2025-05-01,HCS,Enrolled,1540,0.3690390606278457,interest-list-data-may-2025.xlsx
2025-05-01,HCS,No Response,210,0.0503235082674335,interest-list-data-may-2025.xlsx
2025-05-01,HCS,Not Categorized,162,0.038820992092020126,interest-list-data-may-2025.xlsx
2025-05-01,HCS,Other,1,0.00023963575365444525,interest-list-data-may-2025.xlsx
2025-05-01,HCS,Totals,4173,1.0,interest-list-data-may-2025.xlsx
2025-05-01,HCS,Unable to Locate,700,0.16774502755811166,interest-list-data-may-2025.xlsx
2025-05-01,HCS,Withdrawn,2,0.0004792715073088905,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,Deceased,59,0.009941,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,Declined,712,0.1199663,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,Denied,1187,0.2,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,Enrolled,1004,0.169166,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,No Response,2112,0.3558551,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,Not Categorized,12,0.0020219,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,Other,9,0.0015164,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,Totals,5935,1.0,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,Unable to Locate,34,0.0057287,interest-list-data-may-2025.xlsx
2025-05-01,MDCP,Withdrawn,806,0.1358045,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,Deceased,1781,0.0377147,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,Declined,3185,0.0674459,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,Denied,6748,0.1428965,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,Enrolled,5914,0.1252356,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,No Response,20627,0.4367999,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,Not Categorized,15,0.0003176,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,Other,751,0.0159033,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,Totals,47223,1.0,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,Unable to Locate,390,0.0082587,interest-list-data-may-2025.xlsx
2025-05-01,STAR_PLUS_HCBS,Withdrawn,7812,0.1654279,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,Deceased,122,0.023189507698156243,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,Declined,1548,0.29424063866185135,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,Denied,340,0.06462649686371412,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,Enrolled,762,0.14483938414750047,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,No Response,1105,0.2100361148070709,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,Not Categorized,264,0.05018057403535449,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,Other,0,,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,Totals,5261,1.0,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,Unable to Locate,1120,0.2128872837863524,interest-list-data-may-2025.xlsx
2025-05-01,TXHML,Withdrawn,0,,interest-list-data-may-2025.xlsx
2025-06-01,CLASS,Deceased,30,0.0168256,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,Declined,289,0.1620864,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,Denied,73,0.0409422,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,Enrolled,356,0.1996635,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,No Response,871,0.4885025,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,Not Categorized,2,0.0011217,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,Other,28,0.0157039,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,Totals,1783,1.0,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,Unable to Locate,0,,interest-list-data-june-2025.xlsx
2025-06-01,CLASS,Withdrawn,134,0.0751542,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,Deceased,12,0.0225564,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,Declined,85,0.1597744,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,Denied,43,0.0808271,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,Enrolled,48,0.0902256,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,No Response,272,0.5112782,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,Not Categorized,0,,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,Other,3,0.0056391,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,Totals,532,1.0,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,Unable to Locate,1,0.0018797,interest-list-data-june-2025.xlsx
2025-06-01,DBMD,Withdrawn,68,0.1278195,interest-list-data-june-2025.xlsx
2025-06-01,HCS,Deceased,107,0.02403954167602786,interest-list-data-june-2025.xlsx
2025-06-01,HCS,Declined,1269,0.2851044709054145,interest-list-data-june-2025.xlsx
2025-06-01,HCS,Denied,232,0.05212311840035947,interest-list-data-june-2025.xlsx
2025-06-01,HCS,Enrolled,1720,0.38643001572680297,interest-list-data-june-2025.xlsx
2025-06-01,HCS,No Response,242,0.054369804538306,interest-list-data-june-2025.xlsx
2025-06-01,HCS,Not Categorized,166,0.03729498988991238,interest-list-data-june-2025.xlsx
2025-06-01,HCS,Other,1,0.00022466861379465288,interest-list-data-june-2025.xlsx
2025-06-01,HCS,Totals,4451,1.0,interest-list-data-june-2025.xlsx
2025-06-01,HCS,Unable to Locate,712,0.15996405302179287,interest-list-data-june-2025.xlsx
2025-06-01,HCS,Withdrawn,2,0.00044933722758930576,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,Deceased,59,0.0098679,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,Declined,714,0.119418,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,Denied,1205,0.2015387,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,Enrolled,1027,0.1717679,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,No Response,2113,0.3534036,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,Not Categorized,12,0.002007,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,Other,9,0.0015053,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,Totals,5979,1.0,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,Unable to Locate,34,0.0056866,interest-list-data-june-2025.xlsx
2025-06-01,MDCP,Withdrawn,806,0.1348052,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,Deceased,1828,0.036002,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,Declined,3282,0.0646381,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,Denied,7254,0.1428656,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,Enrolled,6429,0.1266174,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,No Response,22675,0.446578,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,Not Categorized,16,0.0003151,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,Other,766,0.0150862,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,Totals,50775,1.0,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,Unable to Locate,413,0.0081339,interest-list-data-june-2025.xlsx
2025-06-01,STAR_PLUS_HCBS,Withdrawn,8112,0.1597637,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,Deceased,123,0.022214195412678345,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,Declined,1602,0.2893263500090302,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,Denied,362,0.06537836373487448,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,Enrolled,827,0.14935885858768286,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,No Response,1179,0.2129311901751851,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,Not Categorized,267,0.04822105833483836,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,Other,0,,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,Totals,5537,1.0,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,Unable to Locate,1177,0.21256998374571068,interest-list-data-june-2025.xlsx
2025-06-01,TXHML,Withdrawn,0,,interest-list-data-june-2025.xlsx
2025-07-01,CLASS,Deceased,37,0.0172655,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,Declined,309,0.1441904,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,Denied,78,0.0363976,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,Enrolled,390,0.1819879,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,No Response,1137,0.5305646,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,Not Categorized,2,0.0009333,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,Other,28,0.0130658,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,Totals,2143,1.0,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,Unable to Locate,15,0.0069995,interest-list-data-july-2025.xlsx
2025-07-01,CLASS,Withdrawn,147,0.0685954,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,Deceased,13,0.0216667,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,Declined,89,0.1483333,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,Denied,47,0.0783333,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,Enrolled,59,0.0983333,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,No Response,320,0.5333333,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,Not Categorized,0,,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,Other,3,0.005,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,Totals,600,1.0,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,Unable to Locate,1,0.0016667,interest-list-data-july-2025.xlsx
2025-07-01,DBMD,Withdrawn,68,0.1133333,interest-list-data-july-2025.xlsx
2025-07-01,HCS,Deceased,109,0.023098114007204917,interest-list-data-july-2025.xlsx
2025-07-01,HCS,Declined,1284,0.27209154481881753,interest-list-data-july-2025.xlsx
2025-07-01,HCS,Denied,251,0.05318923500741683,interest-list-data-july-2025.xlsx
2025-07-01,HCS,Enrolled,1899,0.4024157660521297,interest-list-data-july-2025.xlsx
2025-07-01,HCS,No Response,265,0.056155965246874336,interest-list-data-july-2025.xlsx
2025-07-01,HCS,Not Categorized,170,0.03602458147912693,interest-list-data-july-2025.xlsx
2025-07-01,HCS,Other,1,0.00021190930281839374,interest-list-data-july-2025.xlsx
2025-07-01,HCS,Totals,4719,1.0,interest-list-data-july-2025.xlsx
2025-07-01,HCS,Unable to Locate,738,0.15638906547997458,interest-list-data-july-2025.xlsx
2025-07-01,HCS,Withdrawn,2,0.0004238186056367875,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,Deceased,59,0.0098432,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,Declined,714,0.1191191,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,Denied,1211,0.2020354,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,Enrolled,1035,0.1726727,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,No Response,2114,0.352686,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,Not Categorized,12,0.002002,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,Other,9,0.0015015,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,Totals,5994,1.0,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,Unable to Locate,34,0.0056723,interest-list-data-july-2025.xlsx
2025-07-01,MDCP,Withdrawn,806,0.1344678,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,Deceased,1851,0.0356544,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,Declined,3303,0.0636232,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,Denied,7656,0.1474718,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,Enrolled,6899,0.1328903,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,No Response,22815,0.4394684,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,Not Categorized,17,0.0003275,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,Other,774,0.014909,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,Totals,51915,1.0,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,Unable to Locate,425,0.0081865,interest-list-data-july-2025.xlsx
2025-07-01,STAR_PLUS_HCBS,Withdrawn,8175,0.1574689,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,Deceased,125,0.021433470507544582,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,Declined,1660,0.28463648834019206,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,Denied,391,0.06704389574759945,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,Enrolled,886,0.151920438957476,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,No Response,1271,0.21793552812071332,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,Not Categorized,271,0.04646776406035665,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,Other,0,0.0,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,Totals,5832,1.0,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,Unable to Locate,1228,0.21056241426611796,interest-list-data-july-2025.xlsx
2025-07-01,TXHML,Withdrawn,0,0.0,interest-list-data-july-2025.xlsx
2025-08-01,CLASS,Deceased,41,0.0166938,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,Declined,342,0.1392508,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,Denied,82,0.0333876,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,Enrolled,415,0.1689739,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,No Response,1358,0.5529316,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,Not Categorized,3,0.0012215,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,Other,28,0.0114007,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,Totals,2456,1.0,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,Unable to Locate,29,0.0118078,interest-list-data-aug-2025.xlsx
2025-08-01,CLASS,Withdrawn,158,0.0643322,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,Deceased,13,0.0213465,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,Declined,89,0.1461412,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,Denied,47,0.0771757,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,Enrolled,68,0.1116585,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,No Response,320,0.5254516,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,Not Categorized,0,,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,Other,3,0.0049261,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,Totals,609,1.0,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,Unable to Locate,1,0.001642,interest-list-data-aug-2025.xlsx
2025-08-01,DBMD,Withdrawn,68,0.1116585,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,Deceased,109,0.022127486804709703,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,Declined,1298,0.26349979699553383,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,Denied,270,0.05481120584652863,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,Enrolled,2053,0.4167681688997158,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,No Response,283,0.057450263905805925,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,Not Categorized,172,0.034916768168899714,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,Other,1,0.00020300446609825416,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,Totals,4926,1.0,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,Unable to Locate,738,0.14981729598051158,interest-list-data-aug-2025.xlsx
2025-08-01,HCS,Withdrawn,2,0.0004060089321965083,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,Deceased,59,0.0098268,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,Declined,714,0.1189207,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,Denied,1215,0.2023651,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,Enrolled,1041,0.1733844,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,No Response,2114,0.3520986,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,Not Categorized,12,0.0019987,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,Other,9,0.001499,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,Totals,6004,1.0,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,Unable to Locate,34,0.0056629,interest-list-data-aug-2025.xlsx
2025-08-01,MDCP,Withdrawn,806,0.1342438,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,Deceased,1864,0.0355156,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,Declined,3308,0.0630287,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,Denied,7882,0.1501791,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,Enrolled,7173,0.1366702,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,No Response,22834,0.4350659,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,Not Categorized,17,0.0003239,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,Other,776,0.0147855,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,Totals,52484,1.0,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,Unable to Locate,434,0.0082692,interest-list-data-aug-2025.xlsx
2025-08-01,STAR_PLUS_HCBS,Withdrawn,8196,0.1561619,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,Deceased,125,0.02072624772011275,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,Declined,1692,0.2805504891394462,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,Denied,405,0.06715304261316532,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,Enrolled,1002,0.1661416017244238,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,No Response,1298,0.21522135632565081,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,Not Categorized,273,0.045266125020726244,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,Other,0,,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,Totals,6031,1.0,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,Unable to Locate,1236,0.20494113745647488,interest-list-data-aug-2025.xlsx
2025-08-01,TXHML,Withdrawn,0,,interest-list-data-aug-2025.xlsx
2025-09-01,CLASS,Deceased,15,0.0765306,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,Declined,19,0.0969388,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,Denied,12,0.0612245,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,Enrolled,19,0.0969388,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,No Response,115,0.5867347,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,Not Categorized,0,,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,Other,0,,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,Totals,196,1.0,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,Unable to Locate,0,,interest-list-data-sept-2025.xlsx
2025-09-01,CLASS,Withdrawn,16,0.0816327,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,Deceased,0,,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,Declined,0,,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,Denied,0,,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,Enrolled,7,0.875,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,No Response,0,,interest-list-data-sept-2025.xlsx
2025-09-01,DBMD,Not Categorized,0,,interest-list-data-sept-2025.xlsx
