report_month,program,closure_category,closures,percent_of_program_closures,source_file
2024-10-01,STAR_PLUS_HCBS,Totals,25291,1.0,interest-list-data-oct-2024.xlsx
2024-10-01,STAR_PLUS_HCBS,Unable to Locate,178,0.0070381,interest-list-data-oct-2024.xlsx
2024-10-01,STAR_PLUS_HCBS,Withdrawn,4505,0.1781266,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,Deceased,88,0.03093145869947276,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,Declined,962,0.33813708260105446,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,Denied,166,0.05834797891036907,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,Enrolled,336,0.11810193321616871,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,No Response,555,0.19507908611599298,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,Not Categorized,175,0.061511423550087874,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,Other,0,,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,Totals,2845,1.0,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,Unable to Locate,563,0.19789103690685414,interest-list-data-oct-2024.xlsx
2024-10-01,TXHML,Withdrawn,0,,interest-list-data-oct-2024.xlsx
2024-11-01,CLASS,Deceased,13,0.0197568,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,Declined,121,0.1838906,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,Denied,40,0.0607903,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,Enrolled,193,0.2933131,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,No Response,216,0.3282675,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,Not Categorized,1,0.0015198,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,Other,7,0.0106383,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,Totals,658,1.0,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,Unable to Locate,0,,interest-list-data-nov-2024.xlsx
2024-11-01,CLASS,Withdrawn,67,0.1018237,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,Deceased,3,0.0280374,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,Declined,20,0.1869159,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,Denied,0,,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,Enrolled,8,0.0747664,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,No Response,62,0.5794393,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,Not Categorized,0,,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,Other,1,0.0093458,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,Totals,107,1.0,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,Unable to Locate,0,,interest-list-data-nov-2024.xlsx
2024-11-01,DBMD,Withdrawn,13,0.1214953,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,Deceased,57,0.03298611111111111,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,Declined,634,0.36689814814814814,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,Denied,93,0.05381944444444445,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,Enrolled,610,0.35300925925925924,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,No Response,8,0.004629629629629629,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,Not Categorized,93,0.05381944444444445,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,Other,0,,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,Totals,1728,1.0,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,Unable to Locate,233,0.13483796296296297,interest-list-data-nov-2024.xlsx
2024-11-01,HCS,Withdrawn,0,,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,Deceased,49,0.0110038,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,Declined,574,0.1289019,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,Denied,865,0.1942511,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,Enrolled,621,0.1394565,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,No Response,1646,0.3696384,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,Not Categorized,4,0.0008983,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,Other,7,0.001572,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,Totals,4453,1.0,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,Unable to Locate,32,0.0071862,interest-list-data-nov-2024.xlsx
2024-11-01,MDCP,Withdrawn,655,0.1470918,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,Deceased,1017,0.039147,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,Declined,1737,0.0668617,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,Denied,4142,0.1594365,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,Enrolled,3796,0.146118,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,No Response,9956,0.3832326,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,Not Categorized,10,0.0003849,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,Other,586,0.0225567,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,Totals,25979,1.0,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,Unable to Locate,188,0.0072366,interest-list-data-nov-2024.xlsx
2024-11-01,STAR_PLUS_HCBS,Withdrawn,4547,0.175026,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,Deceased,90,0.028616852146263912,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,Declined,1036,0.32941176470588235,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,Denied,181,0.057551669316375204,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,Enrolled,395,0.12559618441971382,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,No Response,629,0.2,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,Not Categorized,184,0.058505564387917326,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,Other,0,,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,Totals,3145,1.0,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,Unable to Locate,630,0.20031796502384738,interest-list-data-nov-2024.xlsx
2024-11-01,TXHML,Withdrawn,0,,interest-list-data-nov-2024.xlsx
2024-12-01,CLASS,Deceased,14,0.0200286,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,Declined,124,0.1773963,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,Denied,40,0.0572246,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,Enrolled,225,0.3218884,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,No Response,217,0.3104435,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,Not Categorized,1,0.0014306,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,Other,7,0.0100143,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,Totals,699,1.0,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,Unable to Locate,0,,interest-list-data-dec-2024.xlsx
2024-12-01,CLASS,Withdrawn,71,0.1015737,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,Deceased,5,0.0438596,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,Declined,22,0.1929825,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,Denied,0,,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,Enrolled,10,0.0877193,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,No Response,62,0.5438596,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,Not Categorized,0,,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,Other,1,0.0087719,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,Totals,114,1.0,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,Unable to Locate,0,,interest-list-data-dec-2024.xlsx
2024-12-01,DBMD,Withdrawn,14,0.122807,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,Deceased,66,0.032673267326732675,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,Declined,755,0.37376237623762376,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,Denied,109,0.05396039603960396,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,Enrolled,704,0.3485148514851485,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,No Response,8,0.0039603960396039604,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,Not Categorized,97,0.04801980198019802,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,Other,0,,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,Totals,2020,1.0,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,Unable to Locate,280,0.13861386138613863,interest-list-data-dec-2024.xlsx
2024-12-01,HCS,Withdrawn,1,0.0004950495049504951,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,Deceased,53,0.0110141,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,Declined,607,0.126143,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,Denied,938,0.1949293,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,Enrolled,686,0.1425603,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,No Response,1770,0.3678304,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,Not Categorized,4,0.0008313,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,Other,7,0.0014547,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,Totals,4812,1.0,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,Unable to Locate,32,0.00665,interest-list-data-dec-2024.xlsx
2024-12-01,MDCP,Withdrawn,715,0.1485869,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,Deceased,1138,0.0391941,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,Declined,1989,0.0685035,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,Denied,4334,0.1492681,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,Enrolled,4000,0.1377648,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,No Response,11254,0.3876012,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,Not Categorized,10,0.0003444,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,Other,611,0.0210436,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,Totals,29035,1.0,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,Unable to Locate,192,0.0066127,interest-list-data-dec-2024.xlsx
2024-12-01,STAR_PLUS_HCBS,Withdrawn,5507,0.1896676,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,Deceased,94,0.028169014084507043,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,Declined,1123,0.33652981720107883,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,Denied,196,0.058735391069823194,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,Enrolled,459,0.13754869643392267,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,No Response,687,0.2058735391069823,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,Not Categorized,197,0.05903506143242433,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,Other,0,,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,Totals,3337,0.9999999999999999,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,Unable to Locate,581,0.1741084806712616,interest-list-data-dec-2024.xlsx
2024-12-01,TXHML,Withdrawn,0,,interest-list-data-dec-2024.xlsx
2025-01-01,CLASS,Deceased,19,0.0233415,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,Declined,142,0.1744472,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,Denied,49,0.0601966,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,Enrolled,250,0.3071253,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,No Response,247,0.3034398,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,Not Categorized,1,0.0012285,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,Other,25,0.0307125,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,Totals,814,1.0,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,Unable to Locate,0,,interest-list-data-jan-2025.xlsx
2025-01-01,CLASS,Withdrawn,81,0.0995086,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,Deceased,6,0.0410959,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,Declined,37,0.2534247,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,Denied,0,,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,Enrolled,12,0.0821918,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,No Response,64,0.4383562,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,Not Categorized,0,,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,Other,1,0.0068493,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,Totals,146,1.0,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,Unable to Locate,0,,interest-list-data-jan-2025.xlsx
2025-01-01,DBMD,Withdrawn,26,0.1780822,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,Deceased,78,0.03252710592160134,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,Declined,878,0.3661384487072561,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,Denied,124,0.05170975813177649,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,Enrolled,833,0.34737281067556297,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,No Response,17,0.007089241034195163,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,Not Categorized,118,0.049207673060884076,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,Other,0,,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,Totals,2398,1.0,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,Unable to Locate,348,0.1451209341117598,interest-list-data-jan-2025.xlsx
2025-01-01,HCS,Withdrawn,2,0.0008340283569641367,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,Deceased,54,0.010453,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,Declined,644,0.1246612,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,Denied,995,0.1926055,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,Enrolled,780,0.1509872,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,No Response,1893,0.3664344,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,Not Categorized,6,0.0011614,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,Other,8,0.0015486,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,Totals,5166,1.0,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,Unable to Locate,32,0.0061943,interest-list-data-jan-2025.xlsx
2025-01-01,MDCP,Withdrawn,754,0.1459543,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,Deceased,1213,0.0402122,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,Declined,2129,0.0705785,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,Denied,4590,0.1521631,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,Enrolled,4285,0.142052,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,No Response,11444,0.3793801,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,Not Categorized,10,0.0003315,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,Other,641,0.0212498,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,Totals,30165,1.0,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,Unable to Locate,214,0.0070943,interest-list-data-jan-2025.xlsx
2025-01-01,STAR_PLUS_HCBS,Withdrawn,5639,0.1869385,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,Deceased,99,0.02613516367476241,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,Declined,1238,0.32682154171066524,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,Denied,224,0.059134107708553325,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,Enrolled,504,0.133051742344245,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,No Response,767,0.20248152059134109,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,Not Categorized,216,0.05702217529039071,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,Other,0,,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,Totals,3788,1.0,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,Unable to Locate,740,0.19535374868004224,interest-list-data-jan-2025.xlsx
2025-01-01,TXHML,Withdrawn,0,,interest-list-data-jan-2025.xlsx
2025-02-01,CLASS,Deceased,19,0.020765,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,Declined,164,0.179235,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,Denied,58,0.063388,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,Enrolled,271,0.2961749,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,No Response,288,0.3147541,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,Not Categorized,1,0.0010929,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,Other,28,0.0306011,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,Totals,915,1.0,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,Unable to Locate,0,,interest-list-data-feb-2025.xlsx
2025-02-01,CLASS,Withdrawn,86,0.0939891,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,Deceased,6,0.0368098,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,Declined,41,0.2515337,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,Denied,4,0.0245399,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,Enrolled,14,0.0858896,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,No Response,64,0.392638,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,Not Categorized,0,,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,Other,1,0.006135,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,Totals,163,1.0,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,Unable to Locate,0,,interest-list-data-feb-2025.xlsx
2025-02-01,DBMD,Withdrawn,33,0.202454,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,Deceased,88,0.030439294361812523,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,Declined,1004,0.3472846765824974,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,Denied,144,0.049809754410238674,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,Enrolled,972,0.33621584226911105,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,No Response,63,0.021791767554479417,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,Not Categorized,135,0.046696644759598754,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,Other,0,0.0,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,Totals,2891,1.0,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,Unable to Locate,483,0.16707021791767554,interest-list-data-feb-2025.xlsx
2025-02-01,HCS,Withdrawn,2,0.0006918021445866483,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,Deceased,56,0.0102847,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,Declined,656,0.1204775,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,Denied,1034,0.189899,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,Enrolled,836,0.1535354,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,No Response,2027,0.3722681,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,Not Categorized,11,0.0020202,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,Other,8,0.0014692,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,Totals,5445,1.0,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,Unable to Locate,32,0.005877,interest-list-data-feb-2025.xlsx
2025-02-01,MDCP,Withdrawn,785,0.144169,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,Deceased,1346,0.0401611,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,Declined,2310,0.0689244,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,Denied,4898,0.1461435,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,Enrolled,4552,0.1358198,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,No Response,13546,0.4041772,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,Not Categorized,11,0.0003282,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,Other,672,0.0200507,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,Totals,33515,1.0,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,Unable to Locate,239,0.0071311,interest-list-data-feb-2025.xlsx
2025-02-01,STAR_PLUS_HCBS,Withdrawn,5941,0.1772639,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,Deceased,107,0.025579727468324168,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,Declined,1349,0.32249581639971314,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,Denied,256,0.061200095625149414,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,Enrolled,581,0.13889552952426487,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,No Response,851,0.20344250537891465,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,Not Categorized,188,0.04494382022471909,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,Other,0,0.0,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,Totals,4183,1.0,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,Unable to Locate,851,0.20344250537891465,interest-list-data-feb-2025.xlsx
2025-02-01,TXHML,Withdrawn,0,0.0,interest-list-data-feb-2025.xlsx
2025-03-01,CLASS,Deceased,21,0.0212982,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,Declined,176,0.178499,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,Denied,58,0.0588235,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,Enrolled,297,0.301217,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,No Response,309,0.3133874,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,Not Categorized,1,0.0010142,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,Other,28,0.0283976,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,Totals,986,1.0,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,Unable to Locate,0,,interest-list-data-march-2025.xlsx
2025-03-01,CLASS,Withdrawn,96,0.0973631,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,Deceased,7,0.0315315,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,Declined,46,0.2072072,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,Denied,36,0.1621622,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,Enrolled,24,0.1081081,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,No Response,71,0.3198198,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,Not Categorized,0,,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,Other,1,0.0045045,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,Totals,222,1.0,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,Unable to Locate,0,,interest-list-data-march-2025.xlsx
2025-03-01,DBMD,Withdrawn,37,0.1666667,interest-list-data-march-2025.xlsx
2025-03-01,HCS,Deceased,100,0.029455081001472753,interest-list-data-march-2025.xlsx
2025-03-01,HCS,Declined,1125,0.33136966126656847,interest-list-data-march-2025.xlsx
2025-03-01,HCS,Denied,167,0.0491899852724595,interest-list-data-march-2025.xlsx
2025-03-01,HCS,Enrolled,1150,0.3387334315169367,interest-list-data-march-2025.xlsx
2025-03-01,HCS,No Response,103,0.030338733431516936,interest-list-data-march-2025.xlsx
2025-03-01,HCS,Not Categorized,146,0.04300441826215022,interest-list-data-march-2025.xlsx
2025-03-01,HCS,Other,1,0.0002945508100147275,interest-list-data-march-2025.xlsx
2025-03-01,HCS,Totals,3395,1.0,interest-list-data-march-2025.xlsx
2025-03-01,HCS,Unable to Locate,601,0.17702503681885126,interest-list-data-march-2025.xlsx
2025-03-01,HCS,Withdrawn,2,0.000589101620029455,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,Deceased,58,0.0103221,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,Declined,681,0.1211959,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,Denied,1076,0.1914931,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,Enrolled,911,0.1621285,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,No Response,2050,0.3648336,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,Not Categorized,11,0.0019576,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,Other,8,0.0014237,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,Totals,5619,1.0,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,Unable to Locate,32,0.005695,interest-list-data-march-2025.xlsx
2025-03-01,MDCP,Withdrawn,792,0.1409503,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,Deceased,1564,0.0426019,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,Declined,2556,0.069623,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,Denied,5371,0.1463009,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,Enrolled,4922,0.1340706,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,No Response,14836,0.4041185,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,Not Categorized,12,0.0003269,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,Other,719,0.0195849,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,Totals,36712,1.0,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,Unable to Locate,301,0.008199,interest-list-data-march-2025.xlsx
2025-03-01,STAR_PLUS_HCBS,Withdrawn,6431,0.1751743,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,Deceased,116,0.025333042148940818,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,Declined,1439,0.31426075562349864,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,Denied,288,0.0628958287835772,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,Enrolled,627,0.13692946058091288,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,No Response,921,0.2011356191308146,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,Not Categorized,247,0.05394190871369295,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,Other,0,,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,Totals,4579,1.0,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,Unable to Locate,941,0.205503385018563,interest-list-data-march-2025.xlsx
2025-03-01,TXHML,Withdrawn,0,,interest-list-data-march-2025.xlsx
