report_month,program,years_on_list_bucket,individuals,percent_of_program_total,source_file
2025-10-01,DBMD,1–2,633,0.269821,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,2–3,449,0.1913896,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,3–4,298,0.1270247,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,4–5,236,0.1005968,interest-list-data-oct-2025.xlsx
2025-10-01,DBMD,5–6,62,0.026428,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,0–1,8278,0.0641641,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,10–11,7281,0.0564362,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,11–12,6536,0.0506616,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,12–13,6735,0.052204,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,13–14,7562,0.0586142,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,14–15,7532,0.0583817,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,15–16,7661,0.0593816,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,16–17,6584,0.0510336,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,17–18,1558,0.0120763,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,1–2,8549,0.0662646,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,2–3,8019,0.0621565,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,3–4,7088,0.0549402,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,4–5,6139,0.0475844,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,5–6,6558,0.0508321,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,6–7,8213,0.0636603,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,7–8,8222,0.06373,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,8–9,8305,0.0643734,interest-list-data-oct-2025.xlsx
2025-10-01,HCS,9–10,8193,0.0635052,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,0–1,3625,0.4861204,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,1–2,3376,0.452729,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,2–3,455,0.0610165,interest-list-data-oct-2025.xlsx
2025-10-01,MDCP,7–8,1,0.0001341,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,0–1,15954,0.9989981,interest-list-data-oct-2025.xlsx
2025-10-01,STAR_PLUS_HCBS,1–2,16,0.0010019,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,0–1,8113,0.0694255,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,10–11,6987,0.05979,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,11–12,6686,0.0572142,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,12–13,6916,0.0591824,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,13–14,7614,0.0651554,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,14–15,7496,0.0641457,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,15–16,2793,0.0239006,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,1–2,8528,0.0729768,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,2–3,8024,0.0686639,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,3–4,7083,0.0606115,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,4–5,6164,0.0527473,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,5–6,6685,0.0572057,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,6–7,8401,0.0718901,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,7–8,8432,0.0721553,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,8–9,8528,0.0729768,interest-list-data-oct-2025.xlsx
2025-10-01,TXHML,9–10,8409,0.0719585,interest-list-data-oct-2025.xlsx
2025-11-01,CLASS,0–1,7502,0.0777756,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,10–11,4955,0.05137,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,11–12,4535,0.0470158,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,12–13,4749,0.0492344,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,13–14,5151,0.053402,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,14–15,6045,0.0626704,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,15–16,6599,0.0684139,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,16–17,5694,0.0590315,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,17–18,764,0.0079206,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,1–2,6800,0.0704977,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,2–3,5775,0.0598712,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,3–4,5310,0.0550504,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,4–5,4754,0.0492862,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,5–6,4155,0.0430762,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,6–7,6075,0.0629814,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,7–8,5861,0.0607628,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,8–9,6179,0.0640596,interest-list-data-nov-2025.xlsx
2025-11-01,CLASS,9–10,5554,0.0575801,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,0–1,639,0.2696203,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,1–2,654,0.2759494,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,2–3,447,0.1886076,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,3–4,313,0.1320675,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,4–5,227,0.0957806,interest-list-data-nov-2025.xlsx
2025-11-01,DBMD,5–6,90,0.0379747,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,0–1,8338,0.0643081,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,10–11,7354,0.0567189,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,11–12,6489,0.0500474,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,12–13,6693,0.0516208,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,13–14,7549,0.0582228,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,14–15,7467,0.0575904,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,15–16,7688,0.0592949,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,16–17,6761,0.0521453,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,17–18,1965,0.0151554,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,1–2,8504,0.0655884,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,2–3,8099,0.0624648,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,3–4,7149,0.0551378,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,4–5,6189,0.0477336,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,5–6,6384,0.0492376,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,6–7,8252,0.0636448,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,7–8,8177,0.0630664,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,8–9,8209,0.0633132,interest-list-data-nov-2025.xlsx
2025-11-01,HCS,9–10,8390,0.0647092,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,0–1,3529,0.4920524,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,1–2,3508,0.4891244,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,2–3,133,0.0185443,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,3–4,1,0.0001394,interest-list-data-nov-2025.xlsx
2025-11-01,MDCP,7–8,1,0.0001394,interest-list-data-nov-2025.xlsx
2025-11-01,STAR_PLUS_HCBS,0–1,15887,1.0,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,0–1,8178,0.0698777,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,10–11,7097,0.060641,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,11–12,6613,0.0565054,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,12–13,6871,0.0587099,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,13–14,7618,0.0650928,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,14–15,7445,0.0636145,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,15–16,2909,0.0248562,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,1–2,8469,0.0723642,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,2–3,8123,0.0694078,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,3–4,7135,0.0609657,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,4–5,6211,0.0530705,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,5–6,6500,0.0555399,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,6–7,8436,0.0720822,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,7–8,8389,0.0716806,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,8–9,8437,0.0720908,interest-list-data-nov-2025.xlsx
2025-11-01,TXHML,9–10,8602,0.0735006,interest-list-data-nov-2025.xlsx
2025-12-01,CLASS,0–1,7574,0.0785302,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,10–11,5019,0.0520389,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,11–12,4604,0.0477361,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,12–13,4696,0.04869,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,13–14,5107,0.0529514,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,14–15,5897,0.0611424,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,15–16,6670,0.0691572,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,16–17,5773,0.0598567,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,17–18,575,0.0059618,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,1–2,6813,0.0706398,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,2–3,5886,0.0610283,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,3–4,5290,0.0548488,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,4–5,4771,0.0494676,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,5–6,4074,0.0422408,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,6–7,6128,0.0635375,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,7–8,5835,0.0604995,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,8–9,6168,0.0639522,interest-list-data-dec-2025.xlsx
2025-12-01,CLASS,9–10,5567,0.0577208,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,0–1,633,0.26375,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,1–2,649,0.2704167,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,2–3,460,0.1916667,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,3–4,328,0.1366667,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,4–5,230,0.0958333,interest-list-data-dec-2025.xlsx
2025-12-01,DBMD,5–6,100,0.0416667,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,0–1,8406,0.0645231,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,10–11,7405,0.0568396,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,11–12,6551,0.0502844,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,12–13,6618,0.0507987,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,13–14,7530,0.057799,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,14–15,7409,0.0568703,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,15–16,7732,0.0593495,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,16–17,6826,0.0523952,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,17–18,2365,0.0181533,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,1–2,8586,0.0659047,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,2–3,8053,0.0618135,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,3–4,7282,0.0558954,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,4–5,6197,0.0475671,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,5–6,6297,0.0483347,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,6–7,8281,0.0635636,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,7–8,8078,0.0620054,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,8–9,8222,0.0631107,interest-list-data-dec-2025.xlsx
2025-12-01,HCS,9–10,8441,0.0647917,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,0–1,3583,0.5158365,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,1–2,3361,0.4838756,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,2–3,1,0.000144,interest-list-data-dec-2025.xlsx
2025-12-01,MDCP,7–8,1,0.000144,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,0–1,15844,0.9996215,interest-list-data-dec-2025.xlsx
2025-12-01,STAR_PLUS_HCBS,1–2,6,0.0003785,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,0–1,8256,0.0704569,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,10–11,7229,0.0616925,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,11–12,6598,0.0563075,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,12–13,6797,0.0580058,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,13–14,7608,0.0649269,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,14–15,7393,0.063092,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,15–16,2934,0.0250388,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,1–2,8532,0.0728123,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,2–3,8073,0.0688952,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,3–4,7263,0.0619826,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,4–5,6223,0.0531072,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,5–6,6410,0.0547031,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,6–7,8465,0.0722405,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,7–8,8280,0.0706617,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,8–9,8461,0.0722064,interest-list-data-dec-2025.xlsx
2025-12-01,TXHML,9–10,8656,0.0738705,interest-list-data-dec-2025.xlsx
2026-01-01,CLASS,0–1,7566,0.078366,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,10–11,5078,0.0525961,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,11–12,4592,0.0475623,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,12–13,4674,0.0484117,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,13–14,4999,0.0517779,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,14–15,5855,0.060644,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,15–16,6761,0.0700281,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,16–17,5824,0.060323,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,17–18,486,0.0050338,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,1–2,6855,0.0710017,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,2–3,5917,0.0612862,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,3–4,5428,0.0562213,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,4–5,4831,0.0500378,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,5–6,3915,0.0405502,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,6–7,6090,0.0630781,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,7–8,5883,0.0609341,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,8–9,6120,0.0633888,interest-list-data-jan-2026.xlsx
2026-01-01,CLASS,9–10,5673,0.0587589,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,0–1,611,0.2496935,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,1–2,662,0.2705353,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,2–3,488,0.1994279,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,3–4,326,0.1332244,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,4–5,231,0.0944013,interest-list-data-jan-2026.xlsx
2026-01-01,DBMD,5–6,129,0.0527176,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,0–1,8304,0.0635037,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,10–11,7472,0.0571411,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,11–12,6580,0.0503197,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,12–13,6601,0.0504803,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,13–14,7462,0.0570646,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,14–15,7391,0.0565217,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,15–16,7794,0.0596036,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,16–17,6918,0.0529045,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,17–18,2855,0.0218332,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,18–19,1,7.6e-06,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,1–2,8526,0.0652014,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,2–3,8089,0.0618595,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,3–4,7396,0.0565599,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,4–5,6233,0.047666,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,5–6,6136,0.0469242,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,6–7,8271,0.0632514,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,7–8,8071,0.0617219,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,8–9,8086,0.0618366,interest-list-data-jan-2026.xlsx
2026-01-01,HCS,9–10,8578,0.0655991,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,0–1,3663,0.5367033,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,1–2,3160,0.4630037,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,2–3,1,0.0001465,interest-list-data-jan-2026.xlsx
2026-01-01,MDCP,8–9,1,0.0001465,interest-list-data-jan-2026.xlsx
2026-01-01,STAR_PLUS_HCBS,0–1,15144,1.0,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,0–1,8151,0.0695626,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,10–11,7372,0.0629144,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,11–12,6565,0.0560273,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,12–13,6777,0.0578366,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,13–14,7556,0.0644847,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,14–15,7375,0.06294,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,15–16,3095,0.0264135,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,1–2,8453,0.07214,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,2–3,8113,0.0692383,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,3–4,7384,0.0630169,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,4–5,6252,0.0533561,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,5–6,6238,0.0532366,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,6–7,8456,0.0721656,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,7–8,8255,0.0704502,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,8–9,8341,0.0711841,interest-list-data-jan-2026.xlsx
2026-01-01,TXHML,9–10,8792,0.0750331,interest-list-data-jan-2026.xlsx
